UniProtID	Gene_name
Q99081	HTF4
P55036	PSMD4
P84022	SMAD3
P41134	ID1
P28749	RBL1
P23409	MYF6
Q02548	PAX5
P28324	ELK4
P15173	MYOG
P36956	SRBP1
Q02535	ID3
Q06710	PAX8
Q08999	RBL2
P15923	TFE2
P06400	RB
Q02962	PAX2
Q02363	ID2
P19419	ELK1
P24941	CDK2
Q14469	HES1
P47928	ID4
Q9NQB0	TF7L2
P13349	MYF5
P41970	ELK3
Q16666	IF16
P18847	ATF3
P15172	MYOD1
