Community_name	GO ID	p-value	Erichment_Score	Genes in Module	Intersecting Genes	The number of intersecting genes	Process_Gene	The number of components of prior_knowledge
Module_2	GO:0000122	0.0021987139938267797	3.785059871251665	['DISC1', 'SFPQ', 'REL', 'UBE2D3', 'GPS2', 'TRIM68']	['SFPQ', 'UBE2D3', 'GPS2']	3	['LINC-PINT', 'E2F8', 'FEZF1', 'CNOT1', 'NUPR2', 'HELT', 'NKX6-3', 'ZBTB42', 'APBB1', 'MEN1', 'CBX4', 'SUPT5H', 'WWP2', 'FOXE1', 'PDE2A', 'BIN1', 'SDCBP', 'SOX1', 'WNT10B', 'BHLHE40', 'CUX2', 'CDX4', 'OVOL1', 'MEIS2', 'TCERG1', 'TNFSF11', 'BACH1', 'KLF11', 'TFEC', 'ZNF263', 'PER2', 'ZBTB39', 'ZBTB5', 'ZNF536', 'SMAD7', 'TBX3', 'MDM4', 'ZBTB7B', 'TBXT', 'OGT', 'HDAC3', 'MAFG', 'PER1', 'HOXA2', 'CBFA2T2', 'SUV39H1', 'KLF4', 'FOXO3', 'SNAI2', 'FOXS1', 'TCF21', 'ZBTB14', 'SOX15', 'PRKN', 'ZEB2', 'KDM1A', 'SORBS3', 'MAFK', 'MSC', 'SHOX2', 'TBL1X', 'MITF', 'SIN3B', 'PROP1', 'ZNF217', 'MACROH2A1', 'NCOR1', 'DEAF1', 'ZNF254', 'MAF', 'SAP30', 'E2F6', 'HSBP1', 'FOXH1', 'USP2', 'LEFTY1', 'PRDM1', 'PSMD10', 'KLF7', 'PIAS1', 'WFS1', 'URI1', 'PHF14', 'DKK1', 'TRIM37', 'HEXIM1', 'SOX30', 'ZNF202', 'ZNF205', 'SPDEF', 'ZBTB7A', 'SOX14', 'CBX6', 'KLF8', 'IL33', 'SNAI1', 'CBX7', 'TBX18', 'EOMES', 'TBX6', 'MBD3', 'HAND1', 'NSD2', 'MYC', 'IGF2', 'TNF', 'IFNG', 'EPO', 'ESR1', 'NR3C1', 'TP53', 'IL4', 'EDN1', 'JUN', 'TFAP2A', 'RB1', 'ENO1', 'ELANE', 'NFIC', 'HMGB1', 'FBP1', 'PARP1', 'ZGLP1', 'ATXN1L', 'HSPA1A', 'GLI2', 'GLI3', 'MYB', 'AR', 'H1-4', 'NR2F6', 'NR2F1', 'TXN', 'VDR', 'SCGB1A1', 'PCNA', 'TPR', 'BMP2', 'BMP4', 'SKI', 'NR2C1', 'HOXD8', 'RARG', 'IRF2', 'HCLS1', 'TRIM27', 'HOXB3', 'ETS2', 'EZR', 'ATF2', 'VEGFA', 'HIVEP1', 'TCF3', 'GATA1', 'H1-5', 'H1-3', 'H1-2', 'CD36', 'YBX3', 'HOXB8', 'HOXB4', 'JUND', 'CEBPB', 'PTPN2', 'DDX5', 'SPI1', 'EGR1', 'NELFE', 'ATF3', 'ATF4', 'WT1', 'RXRA', 'NFKB1', 'FST', 'NR1D1', 'EFNA1', 'TAF1', 'FGFR2', 'BMP6', 'HNRNPA2B1', 'SFPQ', 'SP100', 'ZBTB25', 'CCND1', 'NR2F2', 'GADD45A', 'EDNRB', 'CCNE1', 'CDK2', 'YY1', 'DNAJB1', 'LMO1', 'DNMT1', 'PAX6', 'HMGB2', 'ZFP36', 'RPL10', 'CALR', 'POU1F1', 'ELK4', 'HOXD9', 'MSX1', 'MZF1', 'RBL1', 'ARID4A', 'KDM5A', 'CCND3', 'HOXA7', 'HOXC8', 'FGF9', 'CIITA', 'CTNNB1', 'BMI1', 'PCGF2', 'PHB1', 'RFC1', 'DRD3', 'MSX2', 'DDIT3', 'HNF1B', 'SOX18', 'SOX11', 'PPM1A', 'SREBF1', 'PPARG', 'ZEB1', 'SNCA', 'CUX1', 'MMP12', 'IFI27', 'STAT3', 'ID1', 'LEP', 'ETV5', 'ETV3', 'BCL6', 'ETV6', 'ELK3', 'STAT1', 'STAT6', 'FRK', 'NR4A2', 'MAGEA1', 'MAGEA2', 'NKX2-1', 'CBX5', 'NOTCH1', 'YAP1', 'ID4', 'FASLG', 'RFX5', 'SOX2', 'SOX9', 'NRIP1', 'NR2C2', 'SARS1', 'CTCF', 'CEBPA', 'PSEN1', 'CDKN1C', 'MNX1', 'MXI1', 'ERF', 'ASCL1', 'RORC', 'SMARCA2', 'SMARCA4', 'HCFC1', 'UBE2D1', 'HDGF', 'ZNF133', 'ZNF136', 'ZNF140', 'ZNF131', 'ZNF134', 'HMGA2', 'PDX1', 'NKX2-5', 'PLK1', 'FOSB', 'ATN1', 'PRRX1', 'FOXG1', 'FOXA1', 'DLX1', 'MAZ', 'HDAC4', 'CTBP2', 'PER3', 'GSC', 'KLF3', 'PCBP3', 'FOXL2', 'VSX2', 'UBE2D3', 'COPS2', 'MAX', 'ISL1', 'PKIA', 'LMO4', 'RPS14', 'CNBP', 'RPL23', 'YWHAZ', 'SUPT4H1', 'UBE2I', 'YBX1', 'IGBP1', 'NKX3-2', 'IRX1', 'IRX3', 'NKX6-1', 'BTG2', 'HAMP', 'SARNP', 'SMAD3', 'FOXK1', 'ZBED6', 'DAB2', 'RBM10', 'CDK6', 'PURA', 'HSF1', 'HNRNPU', 'MDM2', 'E2F1', 'INSM1', 'FOXK2', 'RUNX1', 'DR1', 'SATB1', 'POU4F1', 'POU5F1', 'MEF2A', 'SP2', 'ID2', 'SP3', 'ID3', 'PAX5', 'IRF8', 'HHEX', 'CREM', 'CAV1', 'PPARD', 'ZNF85', 'ARID5A', 'RELA', 'NOTCH2', 'TLE4', 'MXD1', 'ZBTB16', 'EN1', 'RBPJ', 'MEF2C', 'GABPA', 'C1QBP', 'KHDRBS1', 'PPARA', 'FOXM1', 'TLE5', 'PPID', 'RBBP4', 'EP300', 'SREBF2', 'FOXO1', 'BPTF', 'POU4F2', 'CHD3', 'FOXF1', 'FOXC1', 'DLG1', 'NFATC3', 'NFX1', 'PRDM2', 'ZBTB17', 'KLF10', 'REST', 'NR1H3', 'MAP2K5', 'TBX2', 'GPS2', 'NOG', 'TRIM28', 'CTBP1', 'ORC2', 'NFATC2', 'SMAD4', 'SQSTM1', 'OLIG2', 'HDAC1', 'TDG', 'SNW1', 'CUL3', 'PTCH1', 'ACVR2B', 'RUNX3', 'KLF5', 'CBFB', 'TRIM29', 'SIM2', 'FHL2', 'HES1', 'HIC1', 'MXD4', 'ZNF345', 'ZNF268', 'IRF3', 'CBX2', 'POU6F1', 'ARID5B', 'CRYM', 'DRAP1', 'NFATC4', 'NFIX', 'SUZ12', 'NR6A1', 'SHH', 'SIX1', 'TAF7', 'TGIF1', 'NCOA2', 'MED1', 'TWIST1', 'ZNF174', 'ALX1', 'VPS72', 'EZH2', 'ZFHX3', 'ZBTB6', 'ZNF141', 'SSX1', 'CRY1', 'RBBP7', 'ZNF239', 'NFIL3', 'IFI16', 'ZNF750', 'LRRFIP1', 'SNAI3', 'ZNF568', 'PARP15', 'CRY2', 'LARP7', 'ARID4B', 'FLYWCH1', 'AKIRIN2', 'BRMS1L', 'VAX1', 'CC2D1B', 'BEND3', 'PHF19', 'HES5', 'ZBTB37', 'RIF1', 'GFI1B', 'TAF3', 'MLIP', 'DAB2IP', 'OTP', 'KANK2', 'E4F1', 'WWC2', 'SP5', 'OTUD7B', 'NIPBL', 'HMBOX1', 'ZNF746', 'CDC73', 'CTR9', 'FOXR1', 'SAMD1', 'ATF7IP', 'BCOR', 'AEBP2', 'ZBTB49', 'HJV', 'MED25', 'MEPCE', 'CXXC5', 'TCF23', 'OLIG3', 'ZNF572', 'IRF2BP2', 'THAP5', 'NRARP', 'ZBTB33', 'MTDH', 'ZNF589', 'ZBTB46', 'MYPOP', 'JAZF1', 'CIR1', 'TMPRSS6', 'IRF2BP1', 'AEBP1', 'PHF6', 'WWC1', 'ZFPM1', 'SIRT2', 'PARP9', 'MYOCD', 'OSR2', 'PIAS4', 'SDR16C5', 'RYBP', 'ZGPAT', 'WDTC1', 'NKAP', 'ZC3H8', 'ZBTB2', 'ESX1', 'EID2', 'METTL13', 'SIRT6', 'PAF1', 'ZNF366', 'GLIS1', 'ZBTB34', 'CPEB3', 'GLIS3', 'MCPH1', 'TRPV1', 'FLCN', 'TET1', 'DMBX1', 'KDM2B', 'OSR1', 'FEZF2', 'ZNF675', 'TCP10L', 'ZNF431', 'FNIP1', 'PPP1R13L', 'ZNF296', 'ZFPM2', 'JDP2', 'TFAP2B', 'RTF1', 'NR4A3', 'ESR2', 'TFAP2C', 'RREB1', 'HDAC2', 'DPF2', 'PROX1', 'CREBBP', 'EZH1', 'N4BP2L2', 'HOXB13', 'JARID2', 'SEMA4D', 'APBB2', 'GATA6', 'FOXJ1', 'IRF7', 'DLX4', 'KAT5', 'USP9X', 'HDAC10', 'E2F7', 'CREB3L1', 'NACC2', 'ZBTB8A', 'ZBTB10', 'SIRT1', 'THAP11', 'DNAJA3', 'ZNF274', 'AURKB', 'HES6', 'AJUBA', 'PAWR', 'HIC2', 'ZNF469', 'LCOR', 'MAEL', 'RITA1', 'ZNF668', 'ZBTB45', 'ZNF512B', 'EHMT2', 'NSD1', 'PRMT6', 'ZNF354B', 'HEXIM2', 'PURB', 'ARX', 'PHF12', 'NACC1', 'NR1H4', 'FERD3L', 'TRIB3', 'NODAL', 'TBX15', 'SIN3A', 'SPEN', 'UHRF1', 'NOTCH4', 'RNF2', 'MNT', 'ZBTB18', 'CDX2', 'GFI1', 'SMAD5', 'NPAS1', 'MDFI', 'TSG101', 'SMO', 'ASCL2', 'FOXC2', 'CITED2', 'HOPX', 'TCF25', 'HINFP', 'NRIP2', 'OVOL2', 'ZKSCAN3', 'THAP7', 'ZBED2', 'ZNF692', 'DUSP26', 'MXD3', 'SCRT1', 'KLF16', 'HDAC8', 'HES7', 'PCGF6', 'BACH2', 'GLIS2', 'IRX2', 'TBL1XR1', 'FOXQ1', 'NKX6-2', 'BHLHE41', 'TGIF2', 'PEG3', 'ANKRD2', 'WWTR1', 'PRDM14', 'ZNF350', 'SAP130', 'GZF1', 'ING2', 'BCL11A', 'IRF2BPL', 'EPC1', 'HIPK2', 'TP63', 'TXNIP', 'PLK3', 'PRDM13', 'PRDM12', 'SUV39H2', 'IKZF5', 'SLA2', 'SUDS3', 'TLE6', 'NANOG', 'SAP30L', 'SMURF2', 'PRDM16', 'TRPV4', 'PATZ1', 'TAF9B', 'CBX8', 'ZBTB20', 'NCOA5', 'ZBTB26', 'CHD8', 'BRMS1', 'HMX1', 'SINHCAF', 'HMG20A', 'MLXIPL', 'MYOZ1', 'MYOZ2', 'DMAP1', 'SCRT2', 'ASCL3', 'HEYL', 'TCF7L2', 'KMT5A', 'PRDM6', 'PRDM5', 'BATF3', 'DLL4', 'SIRT7', 'SMYD2', 'DUSP22', 'SALL1', 'TENM2', 'DNAJC17', 'THAP1', 'RLIM', 'LYAR', 'DACT1', 'TFCP2L1', 'ZNF224', 'NOP53', 'CNOT2', 'LMCD1', 'MACROH2A2', 'ZBTB4', 'FNIP2', 'IMPACT', 'ZNF219', 'MBD2', 'DNMT3B', 'UXT', 'HEY2', 'HESX1', 'AASS', 'CGGBP1', 'MLX', 'TRPS1', 'DDX20', 'GTF2IRD1', 'TAGLN3', 'DACH1', 'MAD2L2', 'VAX2', 'ZMYM5', 'MOSPD1', 'SALL4', 'LEF1', 'FOXD3', 'ING1', 'HDAC9', 'ZHX1', 'TBX21', 'TCFL5', 'MYT1L', 'ZNF608', 'WWC3', 'ZBTB21', 'YEATS2', 'HSF4', 'MAFF', 'NOTCH3', 'PLAGL1', 'BARX2', 'TBX20', 'SUFU', 'SOX13', 'CELA1', 'TRIM33', 'SATB2', 'DICER1', 'HDAC5', 'ZNF148', 'PKIG', 'ZBTB1', 'KCNIP3', 'ZNF281', 'ZBTB32', 'ZBTB12', 'STRAP', 'NOC2L', 'TBX22', 'ZNF175', 'MTF2', 'NFE2L3', 'DCAF1', 'LOXL2', 'TRAF6', 'KLF12', 'NEUROG3', 'HES2', 'HEY1', 'MAFB', 'DMRT1', 'KLF2', 'HCFC2', 'ETV7', 'NCOR2', 'EID1', 'DNMT3A', 'PIAS3', 'ZHX2', 'MAGEB5', 'NR0B2', 'LIN37', 'PCGF1', 'CBX3', 'ZNF582', 'ZNF566', 'NR2E1', 'MAGEA5P', 'BCORL1', 'CHD4', 'LDB2', 'MAGEE2', 'ZNF282', 'SKOR2', 'ZNF556', 'MAGEA8', 'MAGEC3', 'ZNF846', 'ZNF558', 'ATXN1', 'MAGEE1', 'ZNF436', 'ZNF587B', 'ZNF688', 'RIPPLY2', 'MTA2', 'ZNF555', 'MECP2', 'ZNF596', 'NSMCE3', 'EED', 'ZNF487', 'ZNF439', 'SKIL', 'ZNF75A', 'ZFP57', 'ZNF705G', 'FOXP4', 'MAGEA3', 'ZFP90', 'MAGEC1', 'ZNF8', 'MIER1', 'ZNF491', 'MAGEA9', 'GATA5', 'ANKRD33', 'ZIM2', 'RARA', 'MAGEB2', 'ZNF785', 'FOXP3', 'RIPPLY1', 'FAM220BP', 'GATAD2B', 'GATA2', 'TRO', 'NR1I3', 'MAGEB3', 'ZNF764', 'MAGEF1', 'ZNF266', 'ZFP69', 'NR1I2', 'CHD5', 'MAGEB1', 'ZNF559', 'ZNF684', 'ZNF749', 'DLX2', 'PHF21A', 'SOX8', 'MAGED2', 'HDAC7', 'ZNF705D', 'ZNF724', 'GATA4', 'MAGEB18', 'MIER3', 'MTA3', 'ZNF10', 'SKOR1', 'ZNF557', 'MIER2', 'ZNF337', 'MAGEB16', 'RARB', 'ZNF669', 'FOXP1', 'MTA1', 'EHMT1', 'NCOR1P1', 'ZNF25', 'RIPPLY3', 'ZNF619', 'SOX3', 'ZNF560', 'MAGEA6', 'MAGEB4', 'ZNF79', 'ZNF248', 'ZNF705EP', 'BCL6B', 'KDM1B', 'ZNF169', 'HDAC6', 'ZNF19', 'ZFP37', 'ZNF550', 'ZNF398', 'GATA3', 'INSM2', 'GATAD2A', 'MAGEB17', 'ZNF674', 'ZNF554', 'ZNF614', 'ZNF20', 'ZNF705A', 'MAGEA10', 'MAGED1', 'THRB', 'ZNF177', 'THRA', 'CBX1', 'ZNF529', 'NR2E3', 'MAGEL2', 'FOXP2', 'ZNF440', 'NR1H2', 'ZNF124', 'ZNF77', 'MAGEB6', 'MAGEH1', 'ZNF3', 'LDB1', 'ZNF391', 'FAM220A', 'MAGEA11', 'NR1D2', 'ZFP69B', 'ZNF705B', 'ZNF404', 'SOX10', 'MAGEC2', 'ZNF620', 'ZNF778', 'MAGEA13P', 'NR0B1', 'MAGEB6B', 'SRY', 'ZNF891', 'ZNF875', 'ZNF343', 'MAGEA4', 'MAGEB10', 'MAGEA12', 'ZNF180', 'ZNF599', 'MAGED4', 'ZNF425', 'NDN', 'ZNF69', 'BCORP1', 'HNF1A', 'PAX4', 'TGFB1', 'CIC', 'CC2D1A', 'SALL2', 'SMARCC2', 'ASCL5', 'NFIB', 'APP', 'ATF7', 'ENG', 'XBP1', 'NFKB2', 'STRN3', 'NACA', 'NFE2L1', 'CREBRF', 'ZNF683', 'PITX2', 'COQ7', 'JPH2', 'V9GZ69']	968
Module_2	GO:0045087	0.0005068670608514338	4.566379415555665	['DISC1', 'SFPQ', 'REL', 'UBE2D3', 'GPS2', 'TRIM68']	['SFPQ', 'TRIM68', 'REL']	3	['TRGV2', 'DEFB131B', 'TRGV5', 'TRGV8', 'TRGV4', 'TRDV1', 'TRDV2', 'TRDV3', 'IRGM', 'SSC5D', 'LILRA5', 'USP27X', 'DEFB108A', 'TARM1', 'STMP1', 'TLR4', 'PIK3CD', 'DDX3X', 'RNASET2', 'PPP6C', 'ADGRB1', 'RIOK3', 'APOL1', 'SH2D1B', 'POLR3A', 'AIM2', 'IFIT3', 'IKBKB', 'N4BP3', 'CHUK', 'POLR3G', 'HMGB3', 'TLR3', 'PJA2', 'RIPK2', 'PSTPIP1', 'AKAP8', 'TLR5', 'TLR2', 'PQBP1', 'TRIM13', 'N4BP1', 'ANKRD17', 'CRCP', 'PGLYRP1', 'PRDM1', 'ENDOD1', 'HEXIM1', 'IPO7', 'VNN1', 'DDX58', 'TTC4', 'CD160', 'BCL10', 'C1R', 'F12', 'JCHAIN', 'IGHM', 'HLA-B', 'FGA', 'FGB', 'APCS', 'C1QA', 'C1QB', 'C1QC', 'SLPI', 'TRGV3', 'C4BPA', 'ANXA1', 'HLA-A', 'CYBB', 'ATP1B1', 'ARG1', 'S100A8', 'SERPING1', 'CFI', 'POLR3D', 'C2', 'S100A9', 'CSF1R', 'CD55', 'CD14', 'KRT16', 'HMGB1', 'CSF1', 'C1S', 'PARP1', 'IFI6', 'IFIT2', 'C4A', 'C4B', 'NLRP2B', 'HLA-C', 'CHGA', 'CLU', 'ITGAM', 'MBL2', 'FCGR1A', 'RNASE3', 'DEFA4', 'XRCC6', 'XRCC5', 'CYBA', 'C6', 'HLA-E', 'MIF', 'TRIM27', 'NCF1', 'CD46', 'CD1D', 'LGALS3', 'LBP', 'HK1', 'TRIM21', 'EIF2AK2', 'NCF2', 'MX1', 'MX2', 'C4BPB', 'SFPQ', 'GATA3', 'PTX3', 'HMGB2', 'KLRC1', 'PML', 'CD6', 'AXL', 'CORO1A', 'S100A7', 'APOBEC3A', 'SFTPD', 'TRIM23', 'PPARG', 'IFI27', 'MATR3', 'SYK', 'PIK3CG', 'CX3CR1', 'CASP4', 'GZMM', 'JAK3', 'CRISP3', 'USP14', 'F2RL1', 'GP2', 'ADAR', 'TMEM33', 'GSDMD', 'TIRAP', 'BPIFB3', 'DEFB131A', 'LILRA4', 'DEFB1', 'SRPK2', 'PRKDC', 'ARG2', 'ADARB1', 'LCN2', 'IFI35', 'S100A12', 'DEFA5', 'OTUD4', 'ARID5A', 'MST1R', 'BTK', 'C1QBP', 'DHX9', 'SPIRE1', 'BST2', 'MAP4K2', 'TRIM26', 'TRIM32', 'NAIP', 'FADD', 'TRIM28', 'G3BP1', 'SLAMF1', 'SKP2', 'IFIT5', 'ADAM15', 'TMED1', 'SERINC3', 'IRF5', 'TRIM29', 'TRIM14', 'MORC3', 'TTLL12', 'TRIM25', 'PRKD1', 'NONO', 'PCBP2', 'TLR1', 'OASL', 'SLC15A2', 'IL17A', 'IFI16', 'MPEG1', 'DEFB135', 'DEFB133', 'DEFB116', 'DEFB114', 'DEFB113', 'DEFB112', 'DEFB110', 'INAVA', 'PARP14', 'DEFB134', 'AKIRIN2', 'CCDC92', 'PYDC2', 'DEFB121', 'SAMD9', 'COLEC12', 'DCST1', 'SDHAF4', 'DAB2IP', 'SUSD4', 'CLEC6A', 'GARIN5A', 'APOBEC3H', 'TNFAIP8L2', 'SARM1', 'TREML4', 'IL34', 'TRIL', 'NLRP9', 'ZC3HAV1', 'MAVS', 'DEFB132', 'DEFB128', 'METTL3', 'NLRX1', 'SERINC5', 'NLRP10', 'NLRC5', 'STING1', 'TICAM2', 'NRROS', 'TREML1', 'TICAM1', 'RNF135', 'CLEC10A', 'APOBEC3F', 'LACC1', 'SIRT2', 'PARP9', 'DDX60', 'PLPP6', 'SLC15A3', 'ZNF683', 'MCOLN2', 'DEFB107A', 'DEFB106A', 'LILRA2', 'DEFB125', 'DEFB123', 'SLC15A4', 'CD177', 'CGAS', 'DEFB124', 'DEFB108B', 'IL27', 'BPIFC', 'DEFB105A', 'DTX3L', 'RNASE8', 'HAVCR2', 'DEFB104A', 'RAB2B', 'CACTIN', 'PYDC1', 'PSPC1', 'RSAD2', 'SMPDL3B', 'DDX1', 'SEC14L1', 'TNFRSF14', 'ARHGEF2', 'IRF7', 'KAT5', 'RNASE6', 'MR1', 'TMEM106A', 'RNF166', 'APOBEC3D', 'ISG20', 'OTULIN', 'PLD4', 'TIFA', 'OPTN', 'SLAMF6', 'KLRG1', 'NEURL3', 'TRIM11', 'IL17RA', 'RNF185', 'ITCH', 'PGLYRP4', 'PGLYRP3', 'SIGLEC10', 'NLRP3', 'IL17F', 'PGLYRP2', 'DEFB118', 'RBM14', 'ALPK1', 'NR1H4', 'WRNIP1', 'SRPK1', 'CD180', 'GPER1', 'TRGV9', 'ELF4', 'MAP3K5', 'RARRES2', 'ECSIT', 'CYBC1', 'CNPY3', 'TMEM43', 'SPON2', 'POLR3C', 'TRAF4', 'TRIM62', 'CHID1', 'LGR4', 'TLR10', 'DEFB126', 'IFIH1', 'PLA2G2F', 'TRIM8', 'CD244', 'TRIM31', 'TRIM15', 'TRIM5', 'TRIM4', 'ZDHHC5', 'TOLLIP', 'ZBP1', 'UNC93B1', 'POLR3F', 'RNASE7', 'DEFB127', 'DHX36', 'CLEC4M', 'ILRUN', 'TASL', 'IL1RL2', 'LY9', 'USP29', 'APOBEC3G', 'NOD2', 'CD209', 'BPIFA1', 'TREM1', 'IL23A', 'IL1RAP', 'NLRC4', 'CYLD', 'DDX21', 'TLR9', 'TLR8', 'APOBEC3C', 'ZCCHC3', 'ZDHHC18', 'POLR3E', 'POLR3B', 'IRAK4', 'NLRP2', 'LYAR', 'CLEC5A', 'TLR7', 'IL36B', 'IL36G', 'C1RL', 'MSRB1', 'ZNFX1', 'IL36RN', 'MARCO', 'DMBT1', 'APOBEC3B', 'IL36A', 'TBK1', 'CD84', 'HERC5', 'MID2', 'FBXO9', 'CLEC4E', 'PYCARD', 'PADI4', 'G3BP2', 'TRIM35', 'NOD1', 'TLR6', 'ZBTB1', 'POLR3K', 'SAMHD1', 'MFHAS1', 'POLR3H', 'YTHDF2', 'OAS3', 'IKBKG', 'LY96', 'TRIM43B', 'IGHV2-5', 'IGHV3-48', 'IGHV3OR16-17', 'TRIM60', 'IGLC3', 'IGHV5-10-1', 'IGHV3-33', 'TRIM58', 'IGHV3-35', 'IGKC', 'WFDC12', 'TNK2', 'IGHV3-20', 'FRK', 'RELB', 'RNF39', 'IGHV4-34', 'PPP1R14B', 'IGHV4-30-2', 'IGHV3-30-5', 'IGHV3-11', 'TRIM64', 'IGHV4-61', 'IGHV3-15', 'IGHV1-8', 'WFDC2', 'IGHV3-53', 'ANKHD1', 'IGHV2-70D', 'IGHV4OR15-8', 'IGHV1OR21-1', 'IGHV3OR15-7', 'TRIM39', 'STYK1', 'TRIM43', 'IGHV5-51', 'BLK', 'IGHV3-64', 'BPI', 'SRC', 'IGHV1-18', 'IGHV4-30-4', 'IGHV4-4', 'IGHV4-39', 'MALT1', 'WFDC9', nan, 'A0A2U3TZJ3', 'TRDC', 'IGHG2', 'IGHV2-26', 'IGHV1-69', 'FGR', 'LY86', 'PI3', 'TRBC1', 'SHFL', 'YES1', 'IGHV3-66', 'TRIM38', 'IGHV3-30-3', 'IGHV1OR15-9', 'CAMP', 'IGHV3-49', 'IGHV3-64D', 'IGHV3-13', 'TRIML1', 'IFNL1', 'TRIM56', 'FER', 'HCK', 'IGHV3-9', 'IGHV4-31', 'IGHV7-81', 'IGHV3OR16-13', 'IGHV3-7', 'IGHV3OR16-10', 'IGHV3-23', 'IGHV4-38-2', 'WFDC13', 'IGHD', 'IGHV3-43D', 'TRIM49D1', 'IGHV2-70', 'IGHV1-69-2', 'IGLC7', 'FYN', 'PTK6', 'TNK1', 'IGLL1', 'TRIM6', 'IFNL4', 'WFDC10B', 'IGHV1OR15-1', 'TRBC2', 'TRIM17', 'ANG', 'LYN', 'IGHV6-1', 'IGHV3-30', 'MYD88', 'TRIM22', 'IGHV4-59', 'IGHV3OR16-8', 'FES', 'IGHV3-21', 'IFNL3', 'IGHV1-58', 'PTK2B', 'TRIM51', 'IGHV1-45', 'TRIM40', 'IGHV1-3', 'TRIM64C', 'IGHV4-28', 'IGHV3-38', 'PTK2', 'TRIM34', 'ZAP70', 'TRIML2', 'IGHV1-2', 'IGHE', 'LCK', 'IGLC6', 'WFDC3', 'SLA', 'IGHG1', 'IFNL2', 'CRP', 'IGLL5', 'TRIM68', 'IRAK1', 'TRIM51G', 'IGHG3', 'IGHV3-73', 'REL', 'IGHV7-4-1', 'IGHV1-69D', 'TRIM75', 'IGHV1-24', 'TRIM49C', 'IGHV3OR16-12', 'SRMS', 'WFDC10A', 'IGLC1', 'TRIM49B', 'IGHV1-46', 'IGHA2', 'IGHV3-74', 'TRIM59', 'RELA', 'IGHV3-16', 'WFDC11', 'IGHV3-72', 'IGHV3-43', 'TRIM49', 'MEFV', 'IGHA1', 'TRIM61', 'DHX58', 'WFDC5', 'IGHV2OR16-5', 'IGLC2', 'IGHG4', 'TRIM10', 'TRIM64B', 'FCER1G', 'TRIM77', 'RNF187', 'TRIM48', 'OAS2', 'C4B_2', 'OAS1', 'A0A7P0TB70', 'TRAF3', 'H0Y858', 'VIP', 'NPY', 'LTF', 'APP', 'TAC1', 'B2M', 'DEFB119']	585
