UniProtID	Gene_name
Q14623	IHH
Q15797	SMAD1
P54826	GAS1
Q92793	CBP
Q15648	MED1
P32121	ARRB2
O75586	MED6
Q93074	MED12
Q99835	SMO
Q96QV1	HHIP
P62258	1433E
Q9ULK4	MED23
Q9Y466	NR2E1
Q9BWV1	BOC
P10070	GLI2
P25098	ARBK1
Q13627	DYR1A
P17612	KAPCA
O43323	DHH
Q9UMX1	SUFU
O00422	SAP18
Q9NRP7	STK36
P10071	GLI3
Q9Y6C5	PTC2
P12755	SKI
Q96ST3	SIN3A
Q13635	PTC1
Q86VH2	KIF27
Q2M1P5	KIF7
Q4KMG0	CDON
P35222	CTNB1
Q15465	SHH
P08151	GLI1
P34741	SDC2
P49336	CDK8
Q5VTY9	HHAT
