Gene_1	Gene_2
HCAR1	CHRM4
NCAPG	CHRM4
CXCL1	CHRM4
TAS2R4	CHRM4
TAS2R10	CHRM4
GALR1	CHRM4
LPAR2	CHRM4
CIP2A	CHRM4
GPR55	CHRM4
C5AR1	CHRM4
GALR3	CHRM4
CXCL11	CHRM4
TAS2R5	CHRM4
BDKRB2	CHRM4
TMEM179B	CHRM4
S1PR5	CHRM4
CXCR3	CHRM4
GRM6	CHRM4
TNPO2	CHRM4
GNAZ	CHRM4
SSTR3	CHRM4
DRD4	CHRM4
HRH3	CHRM4
COG3	CHRM4
S1PR1	CHRM4
OXER1	CHRM4
IPO11	CHRM4
TUBGCP2	CHRM4
OPRK1	CHRM4
GRM2	CHRM4
SSTR5	CHRM4
TAS2R42	CHRM4
NGF	CHRM4
B2M	CHRM4
EEF1A2	CHRM4
YIPF4	CHRM4
PNOC	CHRM4
TAS2R39	CHRM4
ADRA2C	CHRM4
IPO4	CHRM4
STK17B	CHRM4
DNAAF5	CHRM4
PYY	CHRM4
CXCR2	CHRM4
YIPF3	CHRM4
TAS2R45	CHRM4
RHBDD2	CHRM4
BRAT1	CHRM4
CD59	CHRM4
INTS5	CHRM4
RTN4	CHRM4
SARM1	CHRM4
TSPAN7	CHRM4
TAS2R1	CHRM4
VEZT	CHRM4
SYN2	CHRM4
CCR6	GRM6
SSTR4	GRM6
HTR1D	GRM6
GHRL	GRM6
P2RY4	GRM6
GHSR	GRM6
EDN2	GRM6
HTR1B	GRM6
GNAI1	GRM6
P2RY1	GRM6
ADCY9	GRM6
ANXA1	GRM6
GRM5	GRM6
ARHGEF12	GRM6
CCR1	GRM6
NPB	GRM6
GCG	GRM6
XCL1	GRM6
LPAR3	GRM6
PF4	GRM6
RXFP4	GRM6
GRP	GRM6
PTAFR	GRM6
ADORA1	GRM6
ADCY3	GRM6
PTGER1	GRM6
CCK	GRM6
SSTR1	GRM6
CXCL13	GRM6
HTR1E	GRM6
P2RY13	GRM6
PDYN	GRM6
POMC	GRM6
MCHR2	GRM6
TAS2R20	GRM6
CXCR4	GRM6
ADORA2A	GRM6
PPY	GRM6
NMB	GRM6
HTR1A	GRM6
PROK2	GRM6
SSTR2	GRM6
TRHR	GRM6
RLN3	GRM6
CCR10	GRM6
HCAR2	GRM6
CCL21	GRM6
HCRTR2	GRM6
GNRH1	GRM6
TAS2R19	GRM6
UTS2B	GRM6
TAS2R31	GRM6
GNRHR	GRM6
AGTR1	GRM6
OPRD1	GRM6
CXCL10	GRM6
HCAR3	GRM6
ADORA2B	GRM6
HTR2B	GRM6
CCL16	GRM6
TAS2R43	GRM6
PROKR2	GRM6
OPRM1	GRM6
TAS2R46	GRM6
CCL25	GRM6
GPR17	GRM6
EDNRA	GRM6
F2RL3	GRM6
GNG2	GRM6
PIK3R6	GRM6
TAS2R40	GRM6
P2RY12	GRM6
LPAR6	GRM6
DRD3	GRM6
GRPR	GRM6
GNRH2	GRM6
CXCL3	GRM6
PLCB1	GRM6
NPBWR2	GRM6
C5	GRM6
PLCB3	GRM6
ACKR3	GRM6
SUCNR1	GRM6
F2RL2	GRM6
TAS2R8	GRM6
CXCL12	GRM6
GNAT3	GRM6
CNR1	GRM6
HTR5A	GRM6
NMUR2	GRM6
CYSLTR2	GRM6
AVP	GRM6
PLCB2	GRM6
TAS2R9	GRM6
GNA15	GRM6
HTR2C	GRM6
OPN4	GRM6
TAC1	GRM6
CCR5	GRM6
CCR2	GRM6
GPR18	GRM6
ADCY1	GRM6
GCGR	GRM6
APLNR	GRM6
P2RY6	GRM6
AVPR1A	GRM6
GNA14	GRM6
QRFP	GRM6
TBXA2R	GRM6
RXFP3	GRM6
P2RY2	GRM6
TAS2R13	GRM6
ADCY2	GRM6
MLN	GRM6
NPFF	GRM6
OXGR1	GRM6
TMIGD3	GRM6
LTB4R	GRM6
GNAI3	GRM6
ADCY4	GRM6
LTB4R2	GRM6
GPER1	GRM6
CCKAR	GRM6
NTSR2	GRM6
PPBP	GRM6
HRH1	GRM6
CLK1	GRM6
NPFFR2	GRM6
GPRC6A	GRM6
PROKR1	GRM6
OXT	GRM6
ADCY7	GRM6
MCHR1	GRM6
SAA1	GRM6
NPS	GRM6
HTR1F	GRM6
TAS2R38	GRM6
P2RY11	GRM6
SST	GRM6
F2RL1	GRM6
P2RY10	GRM6
GNAI2	GRM6
F2	GRM6
TAS2R41	GRM6
NPW	GRM6
C3	GRM6
TAS2R30	GRM6
CXCR1	GRM6
GNA12	GRM6
FFAR1	GRM6
PMCH	GRM6
CCR8	GRM6
MLNR	GRM6
CXCL5	GRM6
QRFPR	GRM6
TAS2R60	GRM6
HCAR1	GRM6
CXCL1	GRM6
TAS2R4	GRM6
NTS	GRM6
TAS2R10	GRM6
EDNRB	GRM6
UTS2	GRM6
GPR68	GRM6
C5AR1	GRM6
CXCL11	GRM6
TAS2R5	GRM6
BDKRB2	GRM6
CXCR3	GRM6
HCRT	GRM6
CHRM1	GRM6
GNAZ	GRM6
XCL2	GRM6
ADRA1B	GRM6
SSTR3	GRM6
EDN3	GRM6
XCR1	GRM6
NPFFR1	GRM6
TAS2R42	GRM6
PROK1	GRM6
TAS2R39	GRM6
EDN1	GRM6
TAS2R1	GRM6
CCR6	CXCR2
SSTR4	CXCR2
HTR1D	CXCR2
P2RY4	CXCR2
HTR1B	CXCR2
GNAI1	CXCR2
ADCY9	CXCR2
ANXA1	CXCR2
ARHGEF12	CXCR2
CCR1	CXCR2
NPB	CXCR2
LPAR3	CXCR2
PF4	CXCR2
RXFP4	CXCR2
ADORA1	CXCR2
ADCY3	CXCR2
SSTR1	CXCR2
CXCL13	CXCR2
HTR1E	CXCR2
S1PR3	CXCR2
MTNR1A	CXCR2
GTF3A	CXCR2
P2RY13	CXCR2
PDYN	CXCR2
RNF123	CXCR2
POMC	CXCR2
MCHR2	CXCR2
TAS2R20	CXCR2
CXCR4	CXCR2
ADORA2A	CXCR2
PPY	CXCR2
GALR2	CXCR2
HTR1A	CXCR2
TRARG1	CXCR2
NPY5R	CXCR2
SSTR2	CXCR2
RLN3	CXCR2
CCR10	CXCR2
HCAR2	CXCR2
CCL21	CXCR2
TAS2R19	CXCR2
TAS2R31	CXCR2
AGTR1	CXCR2
OPRD1	CXCR2
CXCL10	CXCR2
HCAR3	CXCR2
ADORA2B	CXCR2
GRM7	CXCR2
CCL16	CXCR2
TAS2R43	CXCR2
OPRM1	CXCR2
TAS2R46	CXCR2
CCL25	CXCR2
GPR17	CXCR2
GNG2	CXCR2
PIK3R6	CXCR2
TAS2R40	CXCR2
P2RY12	CXCR2
DRD3	CXCR2
CXCL3	CXCR2
PLCB1	CXCR2
NPBWR2	CXCR2
C5	CXCR2
TAS2R50	CXCR2
PLCB3	CXCR2
ACKR3	CXCR2
SUCNR1	CXCR2
TAS2R8	CXCR2
CXCL12	CXCR2
GNAT3	CXCR2
CNR1	CXCR2
HTR5A	CXCR2
NMUR2	CXCR2
PLCB2	CXCR2
TAS2R9	CXCR2
GNA15	CXCR2
CCR5	CXCR2
CCR2	CXCR2
GPR18	CXCR2
ADCY1	CXCR2
APLNR	CXCR2
MTNR1B	CXCR2
GNA14	CXCR2
RXFP3	CXCR2
GRIA1	CXCR2
TAS2R13	CXCR2
ADCY2	CXCR2
OXGR1	CXCR2
TMIGD3	CXCR2
GNAI3	CXCR2
PTGDR2	CXCR2
ADCY4	CXCR2
GPER1	CXCR2
PPBP	CXCR2
ADCY7	CXCR2
MCHR1	CXCR2
SAA1	CXCR2
HTR1F	CXCR2
TAS2R38	CXCR2
GRM8	CXCR2
SST	CXCR2
GPRASP1	CXCR2
NPY4R	CXCR2
GNAI2	CXCR2
TAS2R41	CXCR2
NPW	CXCR2
C3	CXCR2
TAS2R30	CXCR2
CXCR1	CXCR2
GNA12	CXCR2
PMCH	CXCR2
CCR8	CXCR2
SLC18A2	CXCR2
CXCL5	CXCR2
APLN	CXCR2
TAS2R60	CXCR2
HCAR1	CXCR2
CXCL1	CXCR2
TAS2R4	CXCR2
ATP13A1	CXCR2
TAS2R10	CXCR2
GALR1	CXCR2
GPR55	CXCR2
C5AR1	CXCR2
GALR3	CXCR2
CXCL11	CXCR2
TAS2R5	CXCR2
BDKRB2	CXCR2
EMP1	CXCR2
S1PR5	CXCR2
CXCR3	CXCR2
GRM6	CXCR2
GNAZ	CXCR2
SSTR3	CXCR2
DRD4	CXCR2
HRH3	CXCR2
S1PR1	CXCR2
OXER1	CXCR2
C4orf3	CXCR2
SMCO4	CXCR2
GRM2	CXCR2
TMEM80	CXCR2
TAS2R42	CXCR2
MYO5B	CXCR2
TMEM147	CXCR2
TAS2R39	CXCR2
ADRA2C	CXCR2
RAB11FIP2	CXCR2
CD74	CXCR2
TAS2R1	CXCR2
CLDN22	CXCR2
CCR6	CXCL5
SSTR4	CXCL5
P2RY4	CXCL5
FBLN1	CXCL5
HTR1B	CXCL5
GNAI1	CXCL5
ADCY9	CXCL5
ARHGEF12	CXCL5
CCR1	CXCL5
NPB	CXCL5
LPAR3	CXCL5
RXFP4	CXCL5
ADORA1	CXCL5
SSTR1	CXCL5
CXCL13	CXCL5
HTR1E	CXCL5
S1PR3	CXCL5
MMP1	CXCL5
MTNR1A	CXCL5
PDYN	CXCL5
POMC	CXCL5
TAS2R20	CXCL5
CXCR4	CXCL5
ADORA2A	CXCL5
PPY	CXCL5
HTR1A	CXCL5
SSTR2	CXCL5
RLN3	CXCL5
CCR10	CXCL5
HCAR2	CXCL5
MEOX2	CXCL5
CCL21	CXCL5
TAS2R19	CXCL5
TAS2R31	CXCL5
AGTR1	CXCL5
OPRD1	CXCL5
CXCL10	CXCL5
HCAR3	CXCL5
ADORA2B	CXCL5
GRM7	CXCL5
CCL16	CXCL5
TAS2R43	CXCL5
GPR17	CXCL5
GNG2	CXCL5
PIK3R6	CXCL5
TAS2R40	CXCL5
P2RY12	CXCL5
DRD3	CXCL5
PLCB1	CXCL5
ALPP	CXCL5
OLFM2	CXCL5
NPBWR2	CXCL5
C5	CXCL5
PLCB3	CXCL5
SUCNR1	CXCL5
TAS2R8	CXCL5
CXCL12	CXCL5
GNAT3	CXCL5
CNR1	CXCL5
HTR5A	CXCL5
PLCB2	CXCL5
TAS2R9	CXCL5
CCR2	CXCL5
GPR18	CXCL5
ADCY1	CXCL5
TAS2R13	CXCL5
ADCY2	CXCL5
VWC2L	CXCL5
OXGR1	CXCL5
PTGDR2	CXCL5
ADCY4	CXCL5
GPER1	CXCL5
ADCY7	CXCL5
SAA1	CXCL5
HTR1F	CXCL5
TAS2R38	CXCL5
GRM8	CXCL5
MMP9	CXCL5
NPY4R	CXCL5
GNAI2	CXCL5
NPW	CXCL5
C3	CXCL5
TAS2R30	CXCL5
CXCR1	CXCL5
GNA12	CXCL5
PMCH	CXCL5
CCR8	CXCL5
TAS2R60	CXCL5
HCAR1	CXCL5
CXCL1	CXCL5
TAS2R4	CXCL5
TAS2R10	CXCL5
GALR1	CXCL5
GALR3	CXCL5
CXCL11	CXCL5
TAS2R5	CXCL5
CD109	CXCL5
S1PR5	CXCL5
CCL11	CXCL5
XCL2	CXCL5
ACTN3	CXCL5
S1PR1	CXCL5
ACKR1	CXCL5
CCR6	MCHR1
SSTR4	MCHR1
GHRL	MCHR1
P2RY4	MCHR1
GHSR	MCHR1
EDN2	MCHR1
HTR1B	MCHR1
GNAI1	MCHR1
P2RY1	MCHR1
ADCY9	MCHR1
GRM5	MCHR1
ARHGEF12	MCHR1
CCR1	MCHR1
NPB	MCHR1
GCG	MCHR1
XCL1	MCHR1
LPAR3	MCHR1
PF4	MCHR1
RXFP4	MCHR1
GRP	MCHR1
ADORA1	MCHR1
SSTR1	MCHR1
CXCL13	MCHR1
HTR1E	MCHR1
S1PR3	MCHR1
MTNR1A	MCHR1
PDYN	MCHR1
POMC	MCHR1
TAS2R20	MCHR1
CXCR4	MCHR1
ADORA2A	MCHR1
PPY	MCHR1
NMB	MCHR1
HTR1A	MCHR1
PROK2	MCHR1
SSTR2	MCHR1
TRHR	MCHR1
RLN3	MCHR1
CCR10	MCHR1
HCAR2	MCHR1
CCL21	MCHR1
GNRH1	MCHR1
TAS2R19	MCHR1
UTS2B	MCHR1
TAS2R31	MCHR1
GNRHR	MCHR1
AGTR1	MCHR1
OPRD1	MCHR1
CXCL10	MCHR1
HCAR3	MCHR1
ADORA2B	MCHR1
GRM7	MCHR1
CCL16	MCHR1
TAS2R43	MCHR1
PROKR2	MCHR1
TAS2R46	MCHR1
TRIO	MCHR1
GPR17	MCHR1
GNG2	MCHR1
ZMYND19	MCHR1
PIK3R6	MCHR1
TAS2R40	MCHR1
P2RY12	MCHR1
DRD3	MCHR1
PLCB1	MCHR1
NPBWR2	MCHR1
C5	MCHR1
PLCB3	MCHR1
SUCNR1	MCHR1
TAS2R8	MCHR1
CXCL12	MCHR1
GNAT3	MCHR1
CNR1	MCHR1
HTR5A	MCHR1
AVP	MCHR1
PLCB2	MCHR1
TAS2R9	MCHR1
GNA15	MCHR1
HTR2C	MCHR1
OPN4	MCHR1
TAC1	MCHR1
CCR2	MCHR1
GPR18	MCHR1
ADCY1	MCHR1
GCGR	MCHR1
P2RY6	MCHR1
AVPR1A	MCHR1
GNA14	MCHR1
QRFP	MCHR1
TAS2R13	MCHR1
ADCY2	MCHR1
MLN	MCHR1
NPFF	MCHR1
OXGR1	MCHR1
PTGDR2	MCHR1
ADCY4	MCHR1
GPER1	MCHR1
HRH1	MCHR1
PROKR1	MCHR1
KALRN	MCHR1
ADCY7	MCHR1
SAA1	MCHR1
HTR1F	MCHR1
TAS2R38	MCHR1
GRM8	MCHR1
PLCB4	MCHR1
NPY4R	MCHR1
GNAI2	MCHR1
F2	MCHR1
TAS2R41	MCHR1
NPW	MCHR1
C3	MCHR1
TAS2R30	MCHR1
CXCR1	MCHR1
GNA12	MCHR1
PMCH	MCHR1
CCR8	MCHR1
MLNR	MCHR1
CXCL5	MCHR1
TAS2R60	MCHR1
HCAR1	MCHR1
CXCL1	MCHR1
TAS2R4	MCHR1
NTS	MCHR1
TAS2R10	MCHR1
UTS2	MCHR1
GALR1	MCHR1
GPR68	MCHR1
GALR3	MCHR1
CXCL11	MCHR1
TAS2R5	MCHR1
S1PR5	MCHR1
HCRT	MCHR1
CHRM1	MCHR1
XCL2	MCHR1
ADRA1B	MCHR1
S1PR1	MCHR1
CCR6	MCOLN1
LAPTM5	MCOLN1
LY6D	MCOLN1
GPR35	MCOLN1
CLEC2B	MCOLN1
LAPTM4B	MCOLN1
SPPL2B	MCOLN1
SEC22A	MCOLN1
LAPTM4A	MCOLN1
CCR6	HRH4
SSTR4	HRH4
HTR1D	HRH4
P2RY4	HRH4
HTR1B	HRH4
GNAI1	HRH4
ADCY9	HRH4
ANXA1	HRH4
ARHGEF12	HRH4
CCR1	HRH4
NPB	HRH4
LPAR3	HRH4
PF4	HRH4
RXFP4	HRH4
ADORA1	HRH4
ADCY3	HRH4
AGTR2	HRH4
SSTR1	HRH4
CXCL13	HRH4
HTR1E	HRH4
S1PR3	HRH4
MTNR1A	HRH4
P2RY13	HRH4
PDYN	HRH4
POMC	HRH4
MCHR2	HRH4
TAS2R20	HRH4
CXCR4	HRH4
ADORA2A	HRH4
PPY	HRH4
GALR2	HRH4
HTR1A	HRH4
NPY5R	HRH4
SSTR2	HRH4
RLN3	HRH4
CCR10	HRH4
HCAR2	HRH4
CCL21	HRH4
TAS2R19	HRH4
TAS2R31	HRH4
AGTR1	HRH4
OPRD1	HRH4
CXCL10	HRH4
HCAR3	HRH4
ADORA2B	HRH4
GRM7	HRH4
CCL16	HRH4
TAS2R43	HRH4
OPRM1	HRH4
TAS2R46	HRH4
CCL25	HRH4
GPR17	HRH4
GNG2	HRH4
PIK3R6	HRH4
TAS2R40	HRH4
P2RY12	HRH4
DRD3	HRH4
CXCL3	HRH4
PLCB1	HRH4
NPBWR2	HRH4
C5	HRH4
TAS2R50	HRH4
PLCB3	HRH4
ACKR3	HRH4
SUCNR1	HRH4
TAS2R8	HRH4
CXCL12	HRH4
TAS2R16	HRH4
GNAT3	HRH4
CNR1	HRH4
HTR5A	HRH4
NMUR2	HRH4
PLCB2	HRH4
TAS2R9	HRH4
CCR5	HRH4
CCR2	HRH4
GPR18	HRH4
ADCY1	HRH4
APLNR	HRH4
MTNR1B	HRH4
RXFP3	HRH4
TAS2R13	HRH4
ADCY2	HRH4
OXGR1	HRH4
TMIGD3	HRH4
GNAI3	HRH4
PTGDR2	HRH4
ADCY4	HRH4
GPER1	HRH4
PPBP	HRH4
CHRM4	HRH4
ADCY7	HRH4
MCHR1	HRH4
NMUR1	HRH4
SAA1	HRH4
HTR1F	HRH4
TAS2R38	HRH4
GRM8	HRH4
SST	HRH4
NPY4R	HRH4
CXCL9	HRH4
GNAI2	HRH4
TAS2R41	HRH4
NPW	HRH4
C3	HRH4
ADRA2A	HRH4
TAS2R30	HRH4
CXCR1	HRH4
GNA12	HRH4
PMCH	HRH4
CCR8	HRH4
CXCL5	HRH4
APLN	HRH4
TAS2R60	HRH4
HCAR1	HRH4
CXCL1	HRH4
TAS2R4	HRH4
TAS2R10	HRH4
GALR1	HRH4
LPAR2	HRH4
GPR55	HRH4
C5AR1	HRH4
GALR3	HRH4
CXCL11	HRH4
TAS2R5	HRH4
BDKRB2	HRH4
S1PR5	HRH4
CXCR3	HRH4
GRM6	HRH4
GNAZ	HRH4
SSTR3	HRH4
DRD4	HRH4
S1PR1	HRH4
OXER1	HRH4
OPRK1	HRH4
GRM2	HRH4
SSTR5	HRH4
TAS2R42	HRH4
PNOC	HRH4
TAS2R39	HRH4
ADRA2C	HRH4
PYY	HRH4
CXCR2	HRH4
TAS2R45	HRH4
TAS2R1	HRH4
CCR6	ADRA2A
SSTR4	ADRA2A
HTR1D	ADRA2A
P2RY4	ADRA2A
HTR1B	ADRA2A
GNAI1	ADRA2A
ADCY9	ADRA2A
ANXA1	ADRA2A
ARHGEF12	ADRA2A
CCR1	ADRA2A
NPB	ADRA2A
PF4	ADRA2A
RXFP4	ADRA2A
GRIA2	ADRA2A
ADORA1	ADRA2A
ADCY3	ADRA2A
AGTR2	ADRA2A
SSTR1	ADRA2A
CXCL13	ADRA2A
HTR1E	ADRA2A
P2RY13	ADRA2A
PDYN	ADRA2A
POMC	ADRA2A
MCHR2	ADRA2A
TAS2R20	ADRA2A
CXCR4	ADRA2A
ADORA2A	ADRA2A
PPY	ADRA2A
HTR1A	ADRA2A
SSTR2	ADRA2A
RLN3	ADRA2A
CCR10	ADRA2A
HCAR2	ADRA2A
CCL21	ADRA2A
TAS2R19	ADRA2A
TAS2R31	ADRA2A
AGTR1	ADRA2A
OPRD1	ADRA2A
CXCL10	ADRA2A
HCAR3	ADRA2A
ADORA2B	ADRA2A
CCL16	ADRA2A
TAS2R43	ADRA2A
OPRM1	ADRA2A
TAS2R46	ADRA2A
CCL25	ADRA2A
GNG2	ADRA2A
PIK3R6	ADRA2A
TAS2R40	ADRA2A
P2RY12	ADRA2A
DRD3	ADRA2A
CXCL3	ADRA2A
PLCB1	ADRA2A
NPBWR2	ADRA2A
C5	ADRA2A
TAS2R50	ADRA2A
PLCB3	ADRA2A
ACKR3	ADRA2A
SUCNR1	ADRA2A
TAS2R8	ADRA2A
CXCL12	ADRA2A
TAS2R16	ADRA2A
GNAT3	ADRA2A
CNR1	ADRA2A
HTR5A	ADRA2A
NMUR2	ADRA2A
PLCB2	ADRA2A
TAS2R9	ADRA2A
CCR5	ADRA2A
CCR2	ADRA2A
GPR18	ADRA2A
ADCY1	ADRA2A
EIF2B1	ADRA2A
APLNR	ADRA2A
RXFP3	ADRA2A
TAS2R13	ADRA2A
ADCY2	ADRA2A
OXGR1	ADRA2A
TMIGD3	ADRA2A
GNAI3	ADRA2A
ADCY4	ADRA2A
GPER1	ADRA2A
PPBP	ADRA2A
ADCY7	ADRA2A
MCHR1	ADRA2A
SAA1	ADRA2A
APLP1	ADRA2A
HTR1F	ADRA2A
TAS2R38	ADRA2A
UCHL1	ADRA2A
SST	ADRA2A
GNAI2	ADRA2A
TAS2R41	ADRA2A
NPW	ADRA2A
C3	ADRA2A
TAS2R30	ADRA2A
CXCR1	ADRA2A
GNA12	ADRA2A
PMCH	ADRA2A
CCR8	ADRA2A
CXCL5	ADRA2A
APLN	ADRA2A
TAS2R60	ADRA2A
HCAR1	ADRA2A
CXCL1	ADRA2A
TAS2R4	ADRA2A
TAS2R10	ADRA2A
GPR55	ADRA2A
C5AR1	ADRA2A
CXCL11	ADRA2A
TAS2R5	ADRA2A
BDKRB2	ADRA2A
CXCR3	ADRA2A
GNAZ	ADRA2A
SSTR3	ADRA2A
DRD4	ADRA2A
HRH3	ADRA2A
SSTR5	ADRA2A
TAS2R42	ADRA2A
PNOC	ADRA2A
TAS2R39	ADRA2A
ADRA2C	ADRA2A
CXCR2	ADRA2A
TAS2R1	ADRA2A
CCR6	CXCL16
SSTR4	CXCL16
HTR1D	CXCL16
P2RY4	CXCL16
HTR1B	CXCL16
GNAI1	CXCL16
ADCY9	CXCL16
ANXA1	CXCL16
HOXA1	CXCL16
ARHGEF12	CXCL16
CCR1	CXCL16
NPB	CXCL16
KRTAP1-3	CXCL16
LPAR3	CXCL16
PF4	CXCL16
RXFP4	CXCL16
ADORA1	CXCL16
ADCY3	CXCL16
AGTR2	CXCL16
SSTR1	CXCL16
CXCL13	CXCL16
HTR1E	CXCL16
S1PR3	CXCL16
MTNR1A	CXCL16
P2RY13	CXCL16
PDYN	CXCL16
FAM209A	CXCL16
POMC	CXCL16
MCHR2	CXCL16
TAS2R20	CXCL16
CXCR4	CXCL16
ADORA2A	CXCL16
PPY	CXCL16
GALR2	CXCL16
HTR1A	CXCL16
KRTAP5-9	CXCL16
NPY5R	CXCL16
KRTAP10-3	CXCL16
SSTR2	CXCL16
RLN3	CXCL16
CCR10	CXCL16
KRTAP10-9	CXCL16
HCAR2	CXCL16
CCL21	CXCL16
GALNT12	CXCL16
TAS2R19	CXCL16
TAS2R31	CXCL16
AGTR1	CXCL16
OPRD1	CXCL16
CXCL10	CXCL16
HCAR3	CXCL16
TGM1	CXCL16
ADORA2B	CXCL16
GRM7	CXCL16
CCL16	CXCL16
TAS2R43	CXCL16
OPRM1	CXCL16
TAS2R46	CXCL16
CCL25	CXCL16
GPR17	CXCL16
FNDC9	CXCL16
GNG2	CXCL16
PIK3R6	CXCL16
TAS2R40	CXCL16
P2RY12	CXCL16
DRD3	CXCL16
CXCL3	CXCL16
PLCB1	CXCL16
NPBWR2	CXCL16
C5	CXCL16
TAS2R50	CXCL16
PLCB3	CXCL16
ACKR3	CXCL16
SUCNR1	CXCL16
TAS2R8	CXCL16
HHATL	CXCL16
CXCL12	CXCL16
TAS2R16	CXCL16
GNAT3	CXCL16
CNR1	CXCL16
HTR5A	CXCL16
NMUR2	CXCL16
PLCB2	CXCL16
MTUS2	CXCL16
TAS2R9	CXCL16
CCR5	CXCL16
CCR2	CXCL16
GPR18	CXCL16
ADCY1	CXCL16
APLNR	CXCL16
MTNR1B	CXCL16
STX1A	CXCL16
ARL13B	CXCL16
RXFP3	CXCL16
TAS2R13	CXCL16
ADCY2	CXCL16
OXGR1	CXCL16
TMIGD3	CXCL16
GNAI3	CXCL16
PTGDR2	CXCL16
ADCY4	CXCL16
ATP12A	CXCL16
LRP2	CXCL16
GPER1	CXCL16
PPBP	CXCL16
TMEM35A	CXCL16
CHRM4	CXCL16
ADCY7	CXCL16
MCHR1	CXCL16
NMUR1	CXCL16
SAA1	CXCL16
HTR1F	CXCL16
TAS2R38	CXCL16
GRM8	CXCL16
SST	CXCL16
FREM2	CXCL16
NPY4R	CXCL16
CXCL9	CXCL16
GNAI2	CXCL16
KRT31	CXCL16
TAS2R41	CXCL16
TMX2	CXCL16
NPW	CXCL16
C3	CXCL16
ADRA2A	CXCL16
TAS2R30	CXCL16
CXCR1	CXCL16
GNA12	CXCL16
KRTAP2-3	CXCL16
PMCH	CXCL16
CCR8	CXCL16
CXCL5	CXCL16
APLN	CXCL16
TAS2R60	CXCL16
HCAR1	CXCL16
UTP20	CXCL16
ACTA1	CXCL16
CXCL1	CXCL16
TAS2R4	CXCL16
ATP13A1	CXCL16
TAS2R10	CXCL16
GALR1	CXCL16
LPAR2	CXCL16
GPR55	CXCL16
C5AR1	CXCL16
GALR3	CXCL16
KRTAP10-1	CXCL16
CXCL11	CXCL16
TAS2R5	CXCL16
BDKRB2	CXCL16
GJA8	CXCL16
SSMEM1	CXCL16
LHFPL5	CXCL16
S1PR5	CXCL16
CXCR3	CXCL16
GRM6	CXCL16
INTS1	CXCL16
SLC1A1	CXCL16
GNAZ	CXCL16
SSTR3	CXCL16
DRD4	CXCL16
HRH3	CXCL16
S1PR1	CXCL16
OXER1	CXCL16
TMEM139	CXCL16
OPRK1	CXCL16
TMEM14B	CXCL16
MUC1	CXCL16
GRM2	CXCL16
CREB3L1	CXCL16
SSTR5	CXCL16
TAS2R42	CXCL16
CD53	CXCL16
KRTAP17-1	CXCL16
PNOC	CXCL16
TAS2R39	CXCL16
ADRA2C	CXCL16
SLC16A2	CXCL16
DNAAF5	CXCL16
PYY	CXCL16
CXCR2	CXCL16
FKBP7	CXCL16
CERS4	CXCL16
TMEM260	CXCL16
AQP2	CXCL16
TAS2R45	CXCL16
TMEM237	CXCL16
HRH4	CXCL16
TMEM11	CXCL16
PEX12	CXCL16
TAS2R1	CXCL16
AQP9	CXCL16
CCDC70	CXCL16
TLCD4	CXCL16
CCR6	ACKR3
SSTR4	ACKR3
P2RY4	ACKR3
HTR1B	ACKR3
GNAI1	ACKR3
ADCY9	ACKR3
ARHGEF12	ACKR3
CCR1	ACKR3
NPB	ACKR3
LPAR3	ACKR3
PF4	ACKR3
RXFP4	ACKR3
ATP5F1D	ACKR3
ADORA1	ACKR3
SSTR1	ACKR3
CXCL13	ACKR3
HTR1E	ACKR3
S1PR3	ACKR3
MTNR1A	ACKR3
PDYN	ACKR3
POMC	ACKR3
MCHR2	ACKR3
TAS2R20	ACKR3
CXCR4	ACKR3
ADORA2A	ACKR3
PPY	ACKR3
GALR2	ACKR3
HTR1A	ACKR3
NPY5R	ACKR3
ATP5F1B	ACKR3
ATP5PO	ACKR3
SSTR2	ACKR3
RLN3	ACKR3
CCR10	ACKR3
HCAR2	ACKR3
CCL21	ACKR3
TAS2R19	ACKR3
TAS2R31	ACKR3
AGTR1	ACKR3
OPRD1	ACKR3
CXCL10	ACKR3
HCAR3	ACKR3
ADORA2B	ACKR3
GRM7	ACKR3
CCL16	ACKR3
TAS2R43	ACKR3
TAS2R46	ACKR3
CCL25	ACKR3
GPR17	ACKR3
GNG2	ACKR3
PIK3R6	ACKR3
TAS2R40	ACKR3
P2RY12	ACKR3
DRD3	ACKR3
PLCB1	ACKR3
HEXIM1	ACKR3
NPBWR2	ACKR3
C5	ACKR3
PLCB3	ACKR3
SUCNR1	ACKR3
TAS2R8	ACKR3
CXCL12	ACKR3
GNAT3	ACKR3
CNR1	ACKR3
HTR5A	ACKR3
NMUR2	ACKR3
PLCB2	ACKR3
TAS2R9	ACKR3
CCR2	ACKR3
GPR18	ACKR3
ADCY1	ACKR3
APLNR	ACKR3
AVPR1A	ACKR3
TAS2R13	ACKR3
ADCY2	ACKR3
OXGR1	ACKR3
TMIGD3	ACKR3
GNAI3	ACKR3
PTGDR2	ACKR3
ADCY4	ACKR3
GPER1	ACKR3
PPBP	ACKR3
UBR7	ACKR3
ADCY7	ACKR3
MCHR1	ACKR3
SAA1	ACKR3
HTR1F	ACKR3
TAS2R38	ACKR3
GRM8	ACKR3
SST	ACKR3
NPY4R	ACKR3
GNAI2	ACKR3
TAS2R41	ACKR3
NPW	ACKR3
C3	ACKR3
TAS2R30	ACKR3
